Island,Site,Spearfishing,Diving,Species,Species.Code,Phase,Length.cm,g.frac,FR,BR,TDB,for.dur,for.bites,tot.BM,tot.DEN,scar.BM,herb.BM,scar.DEN,conspec.BM,conspec.DEN,carn.BM,carn.DEN,cover_CCA,cover_LC,cover_MA,cover_TA,canopy_MA,canopy_TA,rugosity,int.tot,int.scar,int.con,int.hetscar,int.dam,PC1.x,PC2.x,PC1.y,PC2.y,PC1.x.x,PC2.x.x,PC1.y.y,PC2.y.y,PC1.x.x.x,PC2.x.x.x,PC1.y.y.y,PC2.y.y.y,PC1.x.x.x.x,PC2.x.x.x.x,PC1.y.y.y.y,PC2.y.y.y.y
Bonaire,18th Palm,None,High,Scarus vetula,qup,t,37,0.575,1530,0.739130435,16065,34.5,25.5,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,2,0,0,0,2,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,i,29,0.716666667,2310,0.895348837,24255,28.66666667,25.66666667,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,1,0,0,0,1,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,i,29,0.625,480,0.213333333,5040,75,16,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,0,0,0,0,0,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,i,22,0.8,1200,0.416666667,12600,48,20,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,2,0,0,0,2,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,t,45,0.333333333,990,0.825,10395,13.33333333,11,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,2,0,0,0,2,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,t,42,0.500000001,1020,0.566666667,10710,12,6.8,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,0,0,0,0,0,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,t,42,0.55,600,0.303030303,6300,16.5,5,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,2,0,0,0,2,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,i,36,0.516666667,840,0.451612903,8820,20.66666667,9.333333333,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,3,1,1,0,2,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,t,30,0.825,660,0.222222222,6930,49.5,11,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,1,1,0,0,0,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,t,33,0.758333334,870,0.318681319,9135,45.5,14.5,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,3,1,1,0,2,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,i,30,0.741666666,2280,0.853932584,23940,22.25,19,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,1,1,1,0,0,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,t,41,0.500000001,1110,0.616666667,11655,12,7.4,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,2,0,0,0,2,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,i,29,0.041666667,150,1,1575,5,5,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,1,0,0,0,1,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,t,31,0.208333334,300,0.4,3150,6.25,2.5,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,2,0,0,0,2,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,t,38,0.45,1500,0.925925926,15750,18,16.66666667,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,0,0,0,0,0,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,t,43,0.441666666,1530,0.962264151,16065,17.66666667,17,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,4,1,0,0,3,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,i,29,0.808333333,2160,0.742268041,22680,19.4,14.4,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,4,0,0,0,4,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,t,42,0.2,330,0.458333333,3465,12,5.5,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,2,0,0,0,2,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,t,40,0.416666668,1410,0.94,14805,12.5,11.75,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,1,0,0,0,1,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,i,25,0.066666667,210,0.875,2205,8,7,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,1,1,0,0,0,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,t,26,0.333333333,450,0.375,4725,40,15,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,0,0,0,0,0,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,i,21,0.55,960,0.484848485,10080,13.2,6.4,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,4,0,0,0,4,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,i,36,0.408333333,1110,0.755102041,11655,12.25,9.25,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,2,0,0,0,2,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,t,36,0.241666666,660,0.75862069,6930,14.5,11,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,3,0,0,0,3,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,i,26,0.425,1560,1.019607843,16380,25.5,26,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,2,2,2,0,0,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,t,26,0.241666667,480,0.551724138,5040,14.5,8,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,2,0,0,0,2,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,i,25,0.508333333,1560,0.852459016,16380,15.25,13,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,4,1,1,0,3,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,t,36,0.425000001,900,0.588235294,9450,10.2,6,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,2,1,1,0,1,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,i,30,0.475000001,1170,0.684210526,12285,14.25,9.75,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,4,1,1,0,3,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,t,34,0.391666666,960,0.680851064,10080,9.4,6.4,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,3,1,1,0,1,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,i,24,0.616666666,660,0.297297297,6930,14.8,4.4,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,2,0,0,0,2,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,i,26,0.766666667,1530,0.554347826,16065,23,12.75,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,3,0,0,0,3,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,i,27,0.7,840,0.333333333,8820,28,9.333333333,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,2,1,0,1,1,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,i,28,0.725000001,1650,0.632183908,17325,17.4,11,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,2,1,1,0,1,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,i,24,0.291666666,420,0.4,4410,11.66666667,4.666666667,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,4,1,0,0,3,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,i,32,0,0,0,0,NA,NA,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,1,0,0,0,1,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,t,42,0.283333334,900,0.882352941,9450,8.5,7.5,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,2,1,1,0,1,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,i,28,0.5,1860,1.033333333,19530,30,31,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,1,1,0,0,0,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,t,38,0.225,540,0.666666667,5670,9,6,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,3,1,0,1,2,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,t,36,0.5,1980,1.1,20790,20,22,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,2,1,0,1,1,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Sparisoma viride,stop,i,27,0.6,1230,0.569444444,12915,36,20.5,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,869.5667892,2.857142857,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,2,0,0,0,2,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,t,36,0.408333334,1020,0.693877551,10710,12.25,8.5,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,3,1,0,0,2,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
Bonaire,18th Palm,None,High,Scarus vetula,qup,i,18,0.066666667,330,1.375,3465,8,11,12949.86012,70.11904762,2746.949304,4863.04674,17.02380952,709.1312422,2.023809524,1629.714769,10.83333333,7.6,44.6,5.4,34.3,2.75,1.75,1.77,0,0,0,0,0,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503,-2.419111014,1.009711503
