"","site","island","species","species_code","phase","n","g_frac_mean","g_frac_se","br_mean","br_se","fr_mean","fr_se","for_dur_mean","for_dur_se","for_bites_mean","for_bites_se","int_tot_mean","int_tot_se","int_scar_mean","int_scar_se","int_con_mean","int_con_se","int_hetscar_mean","int_hetscar_se","int_dam_mean","int_dam_se","length_m","length_se","tot_bm","tot_bm_se","tot_den","tot_den_se","tot_l","tot_l_se","herb_bm","herb_bm_se","herb_den","herb_den_se","herb_l","herb_l_se","acan_bm","acan_bm_se","acan_den","acan_den_se","acan_l","acan_l_se","scar_bm","scar_bm_se","scar_den","scar_den_se","scar_l","scar_l_se","vir_bm","vir_bm_se","vir_den","vir_den_se","vir_l","vir_l_se","vet_bm","vet_bm_se","vet_den","vet_den_se","vet_l","vet_l_se","aur_bm","aur_bm_se","aur_den","aur_den_se","aur_l","aur_l_se","juv_bm","juv_bm_se","juv_den","juv_den_se","juv_l","juv_l_se","init_bm","init_bm_se","init_den","init_den_se","init_l","init_l_se","term_bm","term_bm_se","term_den","term_den_se","term_l","term_l_se","carn_bm","carn_bm_se","carn_den","carn_den_se","carn_l","carn_l_se","carn30_bm","carn30_bm_se","carn30_den","carn30_den_se","carn30_l","carn30_l_se","cca_cover","cca_cover_se","lc_cover","lc_cover_se","ma_cover","ma_cover_se","ma_canopy","ma_canopy_se","ta_cover","ta_cover_se","ta_canopy","ta_canopy_se","rugosity","rugosity_se","ma_ind","ta_ind","spear_daily","spear_binary","diving","consp_bm","consp_bm_se","consp_den","consp_den_se","consp_l","consp_l_se"
"11","Karpata","Bonaire","Sparisoma viride","stop","i",20,0.53291666645,0.0464550142635261,0.323756147944062,0.0156016319617746,10.2,0.873137114691978,20.6133333333333,2.88615028200064,6.32083333333333,0.740703469761658,1.55,0.294466511365536,0.15,0.0819178021909125,0.15,0.0819178021909125,0,0,1.3,0.241704473751685,24.6,0.982478069930692,5551.17812281024,579.612995901282,59.2857142857143,4.71204051072933,12.9708320262197,0.35623950337696,2658.64251318369,212.782414215136,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,116.134147885714,38.266518878141,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2542.50836529798,217.106930373769,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,577.026991586786,153.342072068739,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,707.969640232143,115.262183683607,2.97619047619048,0.50973145153433,23.2857142857143,0.967367210384914,319.141240221071,47.7308200599983,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,98.8765016546429,31.8940397085548,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,1023.94894320119,212.677568347562,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1301.0168884881,182.233039776355,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,1408.15112901607,341.331878167572,11.547619047619,1.6905879685826,16.7018346732632,0.304584472331831,443.67820752381,302.76597852303,0.476190476190476,0.357142857142857,39.1666666666667,2.83333333333333,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",577.026991586786,153.342072068739,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698
"12","Karpata","Bonaire","Sparisoma viride","stop","t",5,0.15,0.0834582397303519,0.33141186299081,0.0976802194419164,3.2,1.52151240547029,9.4375,2.42276529335111,3.375,0.460977222864644,0.8,0.374165738677394,0.2,0.2,0.2,0.2,0,0,0.4,0.244948974278318,26.4,1.12249721603218,5551.17812281024,579.612995901282,59.2857142857143,4.71204051072933,12.9708320262197,0.35623950337696,2658.64251318369,212.782414215136,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,116.134147885714,38.266518878141,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2542.50836529798,217.106930373769,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,577.026991586786,153.342072068739,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,707.969640232143,115.262183683607,2.97619047619048,0.50973145153433,23.2857142857143,0.967367210384914,319.141240221071,47.7308200599983,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,98.8765016546429,31.8940397085548,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,1023.94894320119,212.677568347562,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1301.0168884881,182.233039776355,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,1408.15112901607,341.331878167572,11.547619047619,1.6905879685826,16.7018346732632,0.304584472331831,443.67820752381,302.76597852303,0.476190476190476,0.357142857142857,39.1666666666667,2.83333333333333,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",577.026991586786,153.342072068739,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698
"13","Mermaid Gardens","Antigua","Scarus vetula","qup","i",13,0.235256410230769,0.0399446938576535,0.897890013664901,0.0584664883628895,12.7307692307692,2.33741542052889,6.71794871794872,1.14449391261822,6.01025641025641,1.09674073357671,0.384615384615385,0.310880914179029,0.230769230769231,0.230769230769231,0.230769230769231,0.230769230769231,0,0,0.0769230769230769,0.0769230769230769,24.6153846153846,1.19044519542632,5371.05293935683,876.580691937082,200.5,31.1176084485224,8.33668388538192,1.27141336687897,2946.8111273425,538.801568898839,36,2.39211668240122,15.2920401069519,0.954730670230137,1512.98658597833,246.397816047162,21.6666666666667,2.87469805177672,15.245308025308,0.359955438133172,1433.82454136417,378.228955737483,14.3333333333333,2.34816713393423,16.2445670995671,1.79601413744975,442.872229584,222.047831666284,4,1.09924216318941,14.4111111111111,3.86251373404406,459.700006205,125.38291142832,2.5,0.697216688778396,22.7208333333333,0.896582374187505,141.8664243135,32.3450185998215,3.66666666666667,0.726483157256779,10.4180952380952,0.935309375617455,4.8736465575,3.74686005731517,3.66666666666667,1.43372087784044,3.41818181818182,0.524286212919862,1119.05392375167,308.849657235192,8.66666666666667,1.67912013996749,19.7342063492063,1.23617009464614,309.896971055,91.5639252298926,2,0.623609564462324,20.7266666666667,2.89908797919468,465.413830520333,91.5086146603479,6.16666666666667,1.07367489389376,17.349494949495,0.694076854043151,0,0,0,0,NA,NA,1.8,0.8,10.8222222222222,2.72813416997455,15.4944444444444,4.02638290022934,13.5396428571429,1.11005511114234,60.8277777777778,4.70392205675747,3.44853968253968,0.233380904137365,1.3552,0.077945750365238,209.789244047619,209.767005467372,1,"Yes","Med",459.700006205,125.38291142832,2.5,0.697216688778396,22.7208333333333,0.896582374187505
"14","Mermaid Gardens","Antigua","Sparisoma aurofrenatum","rbp","i",14,0.2172619045,0.0487516967318901,0.624581373818203,0.0632918928440743,6.35714285714286,0.873021423003782,6.11003401360544,1.90321707989563,2.88197278911565,0.521431600881844,1.07142857142857,0.286400275382904,0.285714285714286,0.163363392827676,0.285714285714286,0.163363392827676,0,0,0.285714285714286,0.125294002758147,20.9285714285714,0.854620831767546,5371.05293935683,876.580691937082,200.5,31.1176084485224,8.33668388538192,1.27141336687897,2946.8111273425,538.801568898839,36,2.39211668240122,15.2920401069519,0.954730670230137,1512.98658597833,246.397816047162,21.6666666666667,2.87469805177672,15.245308025308,0.359955438133172,1433.82454136417,378.228955737483,14.3333333333333,2.34816713393423,16.2445670995671,1.79601413744975,442.872229584,222.047831666284,4,1.09924216318941,14.4111111111111,3.86251373404406,459.700006205,125.38291142832,2.5,0.697216688778396,22.7208333333333,0.896582374187505,141.8664243135,32.3450185998215,3.66666666666667,0.726483157256779,10.4180952380952,0.935309375617455,4.8736465575,3.74686005731517,3.66666666666667,1.43372087784044,3.41818181818182,0.524286212919862,1119.05392375167,308.849657235192,8.66666666666667,1.67912013996749,19.7342063492063,1.23617009464614,309.896971055,91.5639252298926,2,0.623609564462324,20.7266666666667,2.89908797919468,465.413830520333,91.5086146603479,6.16666666666667,1.07367489389376,17.349494949495,0.694076854043151,0,0,0,0,NA,NA,1.8,0.8,10.8222222222222,2.72813416997455,15.4944444444444,4.02638290022934,13.5396428571429,1.11005511114234,60.8277777777778,4.70392205675747,3.44853968253968,0.233380904137365,1.3552,0.077945750365238,209.789244047619,209.767005467372,1,"Yes","Med",141.8664243135,32.3450185998215,3.66666666666667,0.726483157256779,10.4180952380952,0.935309375617455
"15","Mermaid Gardens","Antigua","Sparisoma aurofrenatum","rbp","t",3,0.327777777333333,0.0337931252687895,0.512409420289855,0.0897612022093911,10.3333333333333,2.42097317438899,12.4,3.81575680566778,6.91666666666667,3.11024293442025,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,21.6666666666667,0.333333333333333,5371.05293935683,876.580691937082,200.5,31.1176084485224,8.33668388538192,1.27141336687897,2946.8111273425,538.801568898839,36,2.39211668240122,15.2920401069519,0.954730670230137,1512.98658597833,246.397816047162,21.6666666666667,2.87469805177672,15.245308025308,0.359955438133172,1433.82454136417,378.228955737483,14.3333333333333,2.34816713393423,16.2445670995671,1.79601413744975,442.872229584,222.047831666284,4,1.09924216318941,14.4111111111111,3.86251373404406,459.700006205,125.38291142832,2.5,0.697216688778396,22.7208333333333,0.896582374187505,141.8664243135,32.3450185998215,3.66666666666667,0.726483157256779,10.4180952380952,0.935309375617455,4.8736465575,3.74686005731517,3.66666666666667,1.43372087784044,3.41818181818182,0.524286212919862,1119.05392375167,308.849657235192,8.66666666666667,1.67912013996749,19.7342063492063,1.23617009464614,309.896971055,91.5639252298926,2,0.623609564462324,20.7266666666667,2.89908797919468,465.413830520333,91.5086146603479,6.16666666666667,1.07367489389376,17.349494949495,0.694076854043151,0,0,0,0,NA,NA,1.8,0.8,10.8222222222222,2.72813416997455,15.4944444444444,4.02638290022934,13.5396428571429,1.11005511114234,60.8277777777778,4.70392205675747,3.44853968253968,0.233380904137365,1.3552,0.077945750365238,209.789244047619,209.767005467372,1,"Yes","Med",141.8664243135,32.3450185998215,3.66666666666667,0.726483157256779,10.4180952380952,0.935309375617455
"16","Mermaid Gardens","Antigua","Sparisoma viride","stop","i",12,0.10694444425,0.0378537374467234,0.428871674525138,0.103284604395477,3.25,0.915977702520728,6.9375,1.66719981551934,3.875,0.99236503353774,0.166666666666667,0.112366643743874,0,0,0,0,0,0,0,0,26.9166666666667,0.690392217613593,5371.05293935683,876.580691937082,200.5,31.1176084485224,8.33668388538192,1.27141336687897,2946.8111273425,538.801568898839,36,2.39211668240122,15.2920401069519,0.954730670230137,1512.98658597833,246.397816047162,21.6666666666667,2.87469805177672,15.245308025308,0.359955438133172,1433.82454136417,378.228955737483,14.3333333333333,2.34816713393423,16.2445670995671,1.79601413744975,442.872229584,222.047831666284,4,1.09924216318941,14.4111111111111,3.86251373404406,459.700006205,125.38291142832,2.5,0.697216688778396,22.7208333333333,0.896582374187505,141.8664243135,32.3450185998215,3.66666666666667,0.726483157256779,10.4180952380952,0.935309375617455,4.8736465575,3.74686005731517,3.66666666666667,1.43372087784044,3.41818181818182,0.524286212919862,1119.05392375167,308.849657235192,8.66666666666667,1.67912013996749,19.7342063492063,1.23617009464614,309.896971055,91.5639252298926,2,0.623609564462324,20.7266666666667,2.89908797919468,465.413830520333,91.5086146603479,6.16666666666667,1.07367489389376,17.349494949495,0.694076854043151,0,0,0,0,NA,NA,1.8,0.8,10.8222222222222,2.72813416997455,15.4944444444444,4.02638290022934,13.5396428571429,1.11005511114234,60.8277777777778,4.70392205675747,3.44853968253968,0.233380904137365,1.3552,0.077945750365238,209.789244047619,209.767005467372,1,"Yes","Med",442.872229584,222.047831666284,4,1.09924216318941,14.4111111111111,3.86251373404406
"17","Mermaid Gardens","Antigua","Sparisoma viride","stop","t",1,0.808333333,NA,0.288659793814433,NA,14,NA,32.3333333333333,NA,9.33333333333333,NA,0,NA,0,NA,0,NA,0,NA,0,NA,27,NA,5371.05293935683,876.580691937082,200.5,31.1176084485224,8.33668388538192,1.27141336687897,2946.8111273425,538.801568898839,36,2.39211668240122,15.2920401069519,0.954730670230137,1512.98658597833,246.397816047162,21.6666666666667,2.87469805177672,15.245308025308,0.359955438133172,1433.82454136417,378.228955737483,14.3333333333333,2.34816713393423,16.2445670995671,1.79601413744975,442.872229584,222.047831666284,4,1.09924216318941,14.4111111111111,3.86251373404406,459.700006205,125.38291142832,2.5,0.697216688778396,22.7208333333333,0.896582374187505,141.8664243135,32.3450185998215,3.66666666666667,0.726483157256779,10.4180952380952,0.935309375617455,4.8736465575,3.74686005731517,3.66666666666667,1.43372087784044,3.41818181818182,0.524286212919862,1119.05392375167,308.849657235192,8.66666666666667,1.67912013996749,19.7342063492063,1.23617009464614,309.896971055,91.5639252298926,2,0.623609564462324,20.7266666666667,2.89908797919468,465.413830520333,91.5086146603479,6.16666666666667,1.07367489389376,17.349494949495,0.694076854043151,0,0,0,0,NA,NA,1.8,0.8,10.8222222222222,2.72813416997455,15.4944444444444,4.02638290022934,13.5396428571429,1.11005511114234,60.8277777777778,4.70392205675747,3.44853968253968,0.233380904137365,1.3552,0.077945750365238,209.789244047619,209.767005467372,1,"Yes","Med",442.872229584,222.047831666284,4,1.09924216318941,14.4111111111111,3.86251373404406
"18","Oil Slick","Bonaire","Scarus vetula","qup","i",32,0.54244791671875,0.0283224584113421,0.862595730486895,0.0397967281973141,27.90625,1.88404237622279,18.5615327380952,1.71804565221968,15.6878720238095,1.97823588509934,1.6875,0.235196811888641,0.53125,0.179517582704313,0.4375,0.173539411717785,0,0,1.09375,0.212319064336308,24.53125,0.505981111387219,7420.5067518994,698.206078408515,66.3095238095238,12.6038767746502,16.0692211763772,0.848210896023627,3742.48431771548,334.779885044259,18.9285714285714,1.98134725917777,18.9821884464742,0.656329997743847,212.165730395238,55.3883129162679,1.78571428571429,0.382684554007657,14.0595238095238,0.477231006019701,3530.31858732024,363.953918325772,17.1428571428571,1.8621219375635,19.4358374848765,0.690833375229716,983.022497094048,308.604969755687,3.45238095238095,0.423693581429814,20.8714285714286,2.05421464506806,1329.60540112738,176.097403222084,3.92857142857143,0.595238095238095,25.1690476190476,1.60930013943189,408.060131526191,78.6589236532213,3.0952380952381,0.673435029701474,17.5714285714286,0.917998414179117,25.0561228333333,12.6791019907663,1.07142857142857,0.51434449987364,9.6,0.678232998312527,1372.00924191786,148.612955115218,10.2380952380952,1.51834337061183,17.1952928024357,0.581970675975432,2119.58933475,278.055809684551,5.5952380952381,0.786675698476151,25.6137703566275,0.284697514940458,1810.6584701094,369.517923881446,27.9761904761905,9.1284505378222,15.9307121413159,1.1352053062182,216.266427559524,107.116658836716,0.357142857142857,0.168358757425368,33,1.52752523165195,9.8,1.91,46.7,7.64,9.02,2.41,13.75,3.75,25.6,4.1,1.38,0.24,1.68,0.07,124.025,35.328,0,"No","High",1329.60540112738,176.097403222084,3.92857142857143,0.595238095238095,25.1690476190476,1.60930013943189
"19","Oil Slick","Bonaire","Sparisoma viride","stop","i",30,0.571666666633333,0.0451911648284878,0.329081090825829,0.0257248662151007,10.8166666666667,0.830622026069362,33.382183908046,5.68458906733291,9.59827586206896,1.25044525002043,1.43333333333333,0.207244279947315,0.133333333333333,0.0631242768631999,0.0333333333333333,0.0333333333333333,0.1,0.0557086014531156,1.3,0.198558020125911,25.6666666666667,0.750989130633395,7420.5067518994,698.206078408515,66.3095238095238,12.6038767746502,16.0692211763772,0.848210896023627,3742.48431771548,334.779885044259,18.9285714285714,1.98134725917777,18.9821884464742,0.656329997743847,212.165730395238,55.3883129162679,1.78571428571429,0.382684554007657,14.0595238095238,0.477231006019701,3530.31858732024,363.953918325772,17.1428571428571,1.8621219375635,19.4358374848765,0.690833375229716,983.022497094048,308.604969755687,3.45238095238095,0.423693581429814,20.8714285714286,2.05421464506806,1329.60540112738,176.097403222084,3.92857142857143,0.595238095238095,25.1690476190476,1.60930013943189,408.060131526191,78.6589236532213,3.0952380952381,0.673435029701474,17.5714285714286,0.917998414179117,25.0561228333333,12.6791019907663,1.07142857142857,0.51434449987364,9.6,0.678232998312527,1372.00924191786,148.612955115218,10.2380952380952,1.51834337061183,17.1952928024357,0.581970675975432,2119.58933475,278.055809684551,5.5952380952381,0.786675698476151,25.6137703566275,0.284697514940458,1810.6584701094,369.517923881446,27.9761904761905,9.1284505378222,15.9307121413159,1.1352053062182,216.266427559524,107.116658836716,0.357142857142857,0.168358757425368,33,1.52752523165195,9.8,1.91,46.7,7.64,9.02,2.41,13.75,3.75,25.6,4.1,1.38,0.24,1.68,0.07,124.025,35.328,0,"No","High",983.022497094048,308.604969755687,3.45238095238095,0.423693581429814,20.8714285714286,2.05421464506806
"20","Oil Slick","Bonaire","Sparisoma viride","stop","t",3,0.102777777666667,0.0514451643218171,0.378167641325536,0.189204358597235,3.5,1.75594229214212,7.66666666666667,1.08866210790363,4.33333333333333,0.544331053951817,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0,0,27.6666666666667,2.33333333333333,7420.5067518994,698.206078408515,66.3095238095238,12.6038767746502,16.0692211763772,0.848210896023627,3742.48431771548,334.779885044259,18.9285714285714,1.98134725917777,18.9821884464742,0.656329997743847,212.165730395238,55.3883129162679,1.78571428571429,0.382684554007657,14.0595238095238,0.477231006019701,3530.31858732024,363.953918325772,17.1428571428571,1.8621219375635,19.4358374848765,0.690833375229716,983.022497094048,308.604969755687,3.45238095238095,0.423693581429814,20.8714285714286,2.05421464506806,1329.60540112738,176.097403222084,3.92857142857143,0.595238095238095,25.1690476190476,1.60930013943189,408.060131526191,78.6589236532213,3.0952380952381,0.673435029701474,17.5714285714286,0.917998414179117,25.0561228333333,12.6791019907663,1.07142857142857,0.51434449987364,9.6,0.678232998312527,1372.00924191786,148.612955115218,10.2380952380952,1.51834337061183,17.1952928024357,0.581970675975432,2119.58933475,278.055809684551,5.5952380952381,0.786675698476151,25.6137703566275,0.284697514940458,1810.6584701094,369.517923881446,27.9761904761905,9.1284505378222,15.9307121413159,1.1352053062182,216.266427559524,107.116658836716,0.357142857142857,0.168358757425368,33,1.52752523165195,9.8,1.91,46.7,7.64,9.02,2.41,13.75,3.75,25.6,4.1,1.38,0.24,1.68,0.07,124.025,35.328,0,"No","High",983.022497094048,308.604969755687,3.45238095238095,0.423693581429814,20.8714285714286,2.05421464506806
"21","Pallaster East","Barbuda","Scarus vetula","qup","i",5,0.1766666666,0.088325471499512,0.988732760863908,0.337016293617339,9.2,2.77758888246623,7.88333333333333,1.66058891829241,8.45,1.67391756069407,0,0,0,0,0,0,0,0,0,0,22.2,1.95959179422654,4187.9564480125,1066.5391724001,167.666666666667,13.3967243094057,7.65356660690375,0.763072161490573,2388.90923455783,399.168882782138,115.666666666667,8.1453804221916,7.1069219180198,0.680998454159139,1283.319655338,254.896987200172,20,3.80970981688749,14.3009600203718,0.18125673813267,1105.58957921983,162.136733809094,95.6666666666667,10.5751280528102,5.60432963285104,0.472735173638255,454.345455652167,23.5244522022593,9.33333333333333,1.40435829552939,11.4735431235431,1.14898382746483,43.781761155,26.3019987272974,0.833333333333333,0.372677996249965,13.8333333333333,4.53075907302273,518.589117200333,139.747872452465,16,2.8553069498353,8.64433479532164,0.487395141921428,88.848535852,21.0358079294276,81.8333333333333,10.9208007439422,3.86697459881905,0.254672190898489,639.268261154,161.476921199035,9.83333333333333,2.24227067451228,15.0328947368421,0.503536661004012,373.912351266667,87.428523356931,2.33333333333333,0.552770798392567,21.6,0.551764845241561,276.962052173667,77.7113489763068,7.33333333333333,3.42985260454278,13.3705357142857,3.34037872836218,0,0,0,0,NA,NA,0.8,0.374165738677394,5.60740740740741,2.06155613976945,31.8148148148148,4.80527545033946,26.9940158730159,3.59541585562159,11.1037037037037,2.7954352365715,4.03125,0.75065075934152,1.7474,0.126151734034852,858.809616108172,44.7618055555556,1,"No","Low",43.781761155,26.3019987272974,0.833333333333333,0.372677996249965,13.8333333333333,4.53075907302273
"22","Pallaster East","Barbuda","Sparisoma aurofrenatum","rbp","i",14,0.312955182,0.0623295872744658,0.439909911275446,0.0649251049001354,6.23949579831933,0.859087019061617,11.8991496598639,3.17008323623343,3.66972789115646,0.624011686684992,0.142857142857143,0.0970523172123939,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0,0,0,0,18.2857142857143,0.814892775448897,4187.9564480125,1066.5391724001,167.666666666667,13.3967243094057,7.65356660690375,0.763072161490573,2388.90923455783,399.168882782138,115.666666666667,8.1453804221916,7.1069219180198,0.680998454159139,1283.319655338,254.896987200172,20,3.80970981688749,14.3009600203718,0.18125673813267,1105.58957921983,162.136733809094,95.6666666666667,10.5751280528102,5.60432963285104,0.472735173638255,454.345455652167,23.5244522022593,9.33333333333333,1.40435829552939,11.4735431235431,1.14898382746483,43.781761155,26.3019987272974,0.833333333333333,0.372677996249965,13.8333333333333,4.53075907302273,518.589117200333,139.747872452465,16,2.8553069498353,8.64433479532164,0.487395141921428,88.848535852,21.0358079294276,81.8333333333333,10.9208007439422,3.86697459881905,0.254672190898489,639.268261154,161.476921199035,9.83333333333333,2.24227067451228,15.0328947368421,0.503536661004012,373.912351266667,87.428523356931,2.33333333333333,0.552770798392567,21.6,0.551764845241561,276.962052173667,77.7113489763068,7.33333333333333,3.42985260454278,13.3705357142857,3.34037872836218,0,0,0,0,NA,NA,0.8,0.374165738677394,5.60740740740741,2.06155613976945,31.8148148148148,4.80527545033946,26.9940158730159,3.59541585562159,11.1037037037037,2.7954352365715,4.03125,0.75065075934152,1.7474,0.126151734034852,858.809616108172,44.7618055555556,1,"No","Low",518.589117200333,139.747872452465,16,2.8553069498353,8.64433479532164,0.487395141921428
"23","Pallaster East","Barbuda","Sparisoma aurofrenatum","rbp","t",7,0.22755102,0.0666729572183671,0.534242302099445,0.0930157618538147,5.97959183673469,1.21725470224381,10.2173469387755,4.41327774936095,4.01360544217687,1.40623944301651,0,0,0,0,0,0,0,0,0,0,24,1.04653623694457,4187.9564480125,1066.5391724001,167.666666666667,13.3967243094057,7.65356660690375,0.763072161490573,2388.90923455783,399.168882782138,115.666666666667,8.1453804221916,7.1069219180198,0.680998454159139,1283.319655338,254.896987200172,20,3.80970981688749,14.3009600203718,0.18125673813267,1105.58957921983,162.136733809094,95.6666666666667,10.5751280528102,5.60432963285104,0.472735173638255,454.345455652167,23.5244522022593,9.33333333333333,1.40435829552939,11.4735431235431,1.14898382746483,43.781761155,26.3019987272974,0.833333333333333,0.372677996249965,13.8333333333333,4.53075907302273,518.589117200333,139.747872452465,16,2.8553069498353,8.64433479532164,0.487395141921428,88.848535852,21.0358079294276,81.8333333333333,10.9208007439422,3.86697459881905,0.254672190898489,639.268261154,161.476921199035,9.83333333333333,2.24227067451228,15.0328947368421,0.503536661004012,373.912351266667,87.428523356931,2.33333333333333,0.552770798392567,21.6,0.551764845241561,276.962052173667,77.7113489763068,7.33333333333333,3.42985260454278,13.3705357142857,3.34037872836218,0,0,0,0,NA,NA,0.8,0.374165738677394,5.60740740740741,2.06155613976945,31.8148148148148,4.80527545033946,26.9940158730159,3.59541585562159,11.1037037037037,2.7954352365715,4.03125,0.75065075934152,1.7474,0.126151734034852,858.809616108172,44.7618055555556,1,"No","Low",518.589117200333,139.747872452465,16,2.8553069498353,8.64433479532164,0.487395141921428
"24","Pallaster East","Barbuda","Sparisoma viride","stop","i",17,0.432516339823529,0.0603439691109123,0.419572792238789,0.0355663233633735,9.41176470588235,1.08823529411765,19.4558823529412,3.67751263010201,6.56792717086835,0.967520879307549,0.117647058823529,0.0805474349272303,0.0588235294117647,0.0588235294117647,0,0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,21.1764705882353,0.978576750565537,4187.9564480125,1066.5391724001,167.666666666667,13.3967243094057,7.65356660690375,0.763072161490573,2388.90923455783,399.168882782138,115.666666666667,8.1453804221916,7.1069219180198,0.680998454159139,1283.319655338,254.896987200172,20,3.80970981688749,14.3009600203718,0.18125673813267,1105.58957921983,162.136733809094,95.6666666666667,10.5751280528102,5.60432963285104,0.472735173638255,454.345455652167,23.5244522022593,9.33333333333333,1.40435829552939,11.4735431235431,1.14898382746483,43.781761155,26.3019987272974,0.833333333333333,0.372677996249965,13.8333333333333,4.53075907302273,518.589117200333,139.747872452465,16,2.8553069498353,8.64433479532164,0.487395141921428,88.848535852,21.0358079294276,81.8333333333333,10.9208007439422,3.86697459881905,0.254672190898489,639.268261154,161.476921199035,9.83333333333333,2.24227067451228,15.0328947368421,0.503536661004012,373.912351266667,87.428523356931,2.33333333333333,0.552770798392567,21.6,0.551764845241561,276.962052173667,77.7113489763068,7.33333333333333,3.42985260454278,13.3705357142857,3.34037872836218,0,0,0,0,NA,NA,0.8,0.374165738677394,5.60740740740741,2.06155613976945,31.8148148148148,4.80527545033946,26.9940158730159,3.59541585562159,11.1037037037037,2.7954352365715,4.03125,0.75065075934152,1.7474,0.126151734034852,858.809616108172,44.7618055555556,1,"No","Low",454.345455652167,23.5244522022593,9.33333333333333,1.40435829552939,11.4735431235431,1.14898382746483
"25","Pallaster East","Barbuda","Sparisoma viride","stop","t",4,0.38124999975,0.0555251651916515,0.364267785007569,0.077518269777264,7.625,0.554338945652086,19.3541666666667,5.37875353435471,5.91666666666667,0.82915619758885,0,0,0,0,0,0,0,0,0,0,27.5,0.957427107756338,4187.9564480125,1066.5391724001,167.666666666667,13.3967243094057,7.65356660690375,0.763072161490573,2388.90923455783,399.168882782138,115.666666666667,8.1453804221916,7.1069219180198,0.680998454159139,1283.319655338,254.896987200172,20,3.80970981688749,14.3009600203718,0.18125673813267,1105.58957921983,162.136733809094,95.6666666666667,10.5751280528102,5.60432963285104,0.472735173638255,454.345455652167,23.5244522022593,9.33333333333333,1.40435829552939,11.4735431235431,1.14898382746483,43.781761155,26.3019987272974,0.833333333333333,0.372677996249965,13.8333333333333,4.53075907302273,518.589117200333,139.747872452465,16,2.8553069498353,8.64433479532164,0.487395141921428,88.848535852,21.0358079294276,81.8333333333333,10.9208007439422,3.86697459881905,0.254672190898489,639.268261154,161.476921199035,9.83333333333333,2.24227067451228,15.0328947368421,0.503536661004012,373.912351266667,87.428523356931,2.33333333333333,0.552770798392567,21.6,0.551764845241561,276.962052173667,77.7113489763068,7.33333333333333,3.42985260454278,13.3705357142857,3.34037872836218,0,0,0,0,NA,NA,0.8,0.374165738677394,5.60740740740741,2.06155613976945,31.8148148148148,4.80527545033946,26.9940158730159,3.59541585562159,11.1037037037037,2.7954352365715,4.03125,0.75065075934152,1.7474,0.126151734034852,858.809616108172,44.7618055555556,1,"No","Low",454.345455652167,23.5244522022593,9.33333333333333,1.40435829552939,11.4735431235431,1.14898382746483
